Model,Series,Simplex_Duplex,Pump_Price,TEFC_AC_Price,XPFC_AC_Price,TEFC_DC_Price,XPFC_DC_Price,GPH_60Hz,GPH_50Hz,LPH_60Hz,LPH_50Hz,Max_Pressure_PSI,Max_Pressure_Bar,Max_Pressure_PSI_High_Pressure_Adder,Max_Pressure_Bar_High_Pressure_Adder,High_Pressure_Adder_Price,Max_SPM,Viton,Hypalon,EPDM,Liquid_End_Material,Conductive_Leak_Detection_Price_Adder,Vacuum_Leak_Detection_Price_Adder,Flange_Size,Ball_Size,Motor_HP_AC,Motor_HP_AC_High_Pressure,Motor_HP_DC_TEFC,Motor_HP_DC_XPFC,Liq_Inlet,Liq_Outlet,Spare_Parts_Kit_Model,Spare_Parts_Kit_Price,Spare_Parts_Kit_Info,Back_Pressure_Valve_150,Back_Pressure_Valve_750,Connection_Size,Pressure_Relief_Valve_150,Pressure_Relief_Valve_750,Port,Pulsation_Dampener,Calibration_Column,Calibration_Column_Info,Pressure_Gauge,Pressure_Gauge_Info,ECCA_Price,VFD_Price
CNIT1288-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,108.7,90.58,411.47,342.9,150,10,0,0,0,88,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1288-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,108.7,90.58,411.47,342.9,150,10,0,0,0,88,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,4133.1,"PVDF, 6000 ml (96 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1412-0401A,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,197,164.17,745.73,621.44,180,12,0,0,0,117,2136,1974,1974,316SS,2197.5,4188,"1""","1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27A316,1495.23,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",2118.3,1134.72,"1-1/2"" FNPT",2118.576,1134.72,3-Port,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1412-0501A,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,197,164.17,745.73,621.44,180,12,0,0,0,117,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AC20,1943.799,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",5994.72,2131.2,"1-1/2"" FNPT",5994.72,2131.2,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1412-0601A,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,197,164.17,745.73,621.44,180,12,0,0,0,117,2136,1974,1974,Hast. C,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AHC,2168.0835,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",7429.92,2822.4,"1-1/2"" FNPT",7429.92,2822.4,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1412-0801A,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,197,164.17,745.73,621.44,150,10,0,0,0,117,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVC,1510.41,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1412-0A01A,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,197,164.17,745.73,621.44,150,10,0,0,0,117,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVDF,2114.574,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1414-0401A,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,235.8,196.5,892.6,743.83,180,12,0,0,0,140,2136,1974,1974,316SS,2197.5,4188,"1-1/2""","1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27A316,1495.23,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",2118.3,1134.72,"1-1/2"" FNPT",2118.576,1134.72,3-Port,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1414-0501A,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,235.8,196.5,892.6,743.83,180,12,0,0,0,140,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AC20,1943.799,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",5994.72,2131.2,"1-1/2"" FNPT",5994.72,2131.2,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1414-0601A,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,235.8,196.5,892.6,743.83,180,12,0,0,0,140,2136,1974,1974,Hast. C,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",30211-27AHC,2168.0835,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",7429.92,2822.4,"1-1/2"" FNPT",7429.92,2822.4,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1414-0801A,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,235.8,196.5,892.6,743.83,150,10,0,0,0,140,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVC,1510.41,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1414-0A01A,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,235.8,196.5,892.6,743.83,150,10,0,0,0,140,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",30211-27APVDF,2114.574,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1444-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,74.1,61.75,280.5,233.75,180,12,0,0,0,44,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1444-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,74.1,61.75,280.5,233.75,180,12,0,0,0,44,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1444-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,74.1,61.75,280.5,233.75,180,12,0,0,0,44,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1444-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,74.1,61.75,280.5,233.75,150,10,0,0,0,44,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1444-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,74.1,61.75,280.5,233.75,150,10,0,0,0,44,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,2260.44,"PVDF, 4000 ml (64 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1458-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,97.7,81.42,369.83,308.2,180,12,0,0,0,58,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1458-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,97.7,81.42,369.83,308.2,180,12,0,0,0,58,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1458-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,97.7,81.42,369.83,308.2,180,12,0,0,0,58,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1458-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,97.7,81.42,369.83,308.2,150,10,0,0,0,58,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1458-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,97.7,81.42,369.83,308.2,150,10,0,0,0,58,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,2260.44,"PVDF, 4000 ml (64 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1488-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,148.2,123.5,561,467.5,180,12,0,0,0,88,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1488-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,148.2,123.5,561,467.5,180,12,0,0,0,88,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1488-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,148.2,123.5,561,467.5,180,12,0,0,0,88,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-278HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1488-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,148.2,123.5,561,467.5,150,10,0,0,0,88,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1488-0A01A,Series 3000,Simplex,18453.6,1392.125,3201.8875,7096.5,16321.95,148.2,123.5,561,467.5,150,10,0,0,0,88,0,0,0,PVDF,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-29APVDF,2010.4392,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1612-0401B,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,257.3,214.42,973.99,811.66,130,9,0,0,0,117,2136,1974,1974,316SS,2197.5,4188,"1-1/2""","1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28B316,1495.23,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",2118.3,1134.72,"1-1/2"" FNPT",2118.576,1134.72,3-Port,2227.2,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1612-0501B,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,257.3,214.42,973.99,811.66,130,9,0,0,0,117,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28BC20,1943.799,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",5994.72,2131.2,"1-1/2"" FNPT",5994.72,2131.2,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1612-0601B,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,257.3,214.42,973.99,811.66,130,9,0,0,0,117,2136,1974,1974,Hast. C,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28BHC,2168.0835,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",7429.92,2822.4,"1-1/2"" FNPT",7429.92,2822.4,3-Port,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1612-0801B,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,257.3,214.42,973.99,811.66,130,9,0,0,0,117,0,0,0,PVC,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-28BPVC,1510.41,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,1017.6,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1612-0A01B,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,257.3,214.42,973.99,811.66,130,9,0,0,0,117,0,0,0,PVDF,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-28BPVDF,2114.574,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,6762,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1614-0401B,Series 3000,Simplex,13514.55,1537.25,3535.675,7096.5,16321.95,308,256.67,1165.91,971.59,130,9,0,0,0,140,2136,1974,1974,316SS,2197.5,4188,"1-1/2""","1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28B316,1495.23,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",2118.3,1134.72,"1-1/2"" FNPT",2118.576,1134.72,3-Port,2227.2,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1614-0501B,Series 3000,Simplex,17762.8,1537.25,3535.675,7096.5,16321.95,308,256.67,1165.91,971.59,130,9,0,0,0,140,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28BC20,1943.799,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",5994.72,2131.2,"1-1/2"" FNPT",5994.72,2131.2,3-Port,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1614-0601B,Series 3000,Simplex,23548.75,1537.25,3535.675,7096.5,16321.95,308,256.67,1165.91,971.59,130,9,0,0,0,140,2136,1974,1974,Hast. C,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/2"" MNPT","1-1/2"" MNPT",3021-28BHC,2168.0835,"Diaphragm, O-Rings, Balls, Valve suction Seat, Transition Piece, and Hydraulic oil.",7429.92,2822.4,"1-1/2"" FNPT",7429.92,2822.4,3-Port,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1614-0801B,Series 3000,Simplex,14040.6,1537.25,3535.675,7096.5,16321.95,308,256.67,1165.91,971.59,130,9,0,0,0,140,0,0,0,PVC,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-28BPVC,1510.41,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,1017.6,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1614-0A01B,Series 3000,Simplex,18453.6,1537.25,3535.675,7096.5,16321.95,308,256.67,1165.91,971.59,130,9,0,0,0,140,0,0,0,PVDF,2197.5,4188,C/F,"1-1/2""",2,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-28BPVDF,2114.574,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",2355.936,0,"1-1/2"" FNPT",2445.36,0,3-Port,6762,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1644-04018,Series 3000,Simplex,13514.55,1392.125,3201.8875,7096.5,16321.95,96.8,80.67,366.43,305.36,130,9,0,0,0,44,2136,1974,1974,316SS,2197.5,4188,"1""","7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-288316,1404.15,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",544.272,760.32,"1/2"" FNPT",533.232,760.32,2-Port,2227.2,304.98,"PVC, 4000 ml (64 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1644-05018,Series 3000,Simplex,17762.8,1392.125,3201.8875,7096.5,16321.95,96.8,80.67,366.43,305.36,130,9,0,0,0,44,2136,1974,1974,Alloy 20,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-288C20,1825.395,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1078.608,1382.4,"1/2"" FNPT",1078.608,1382.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1644-06018,Series 3000,Simplex,23548.75,1392.125,3201.8875,7096.5,16321.95,96.8,80.67,366.43,305.36,130,9,0,0,0,44,2136,1974,1974,Hast. C,2197.5,4188,C/F,"7/8""",1.5,0,2,2,"1/2"" FNPT","1/2"" FNPT",3021-288HC,2036.0175,"Diaphragm, O-Rings, Balls, Ball guides, and Hydraulic oil",1529.04,1958.4,"1/2"" FNPT",1529.04,1958.4,2-Port,0,2939.4,"PTFE, 4000 ml (64 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6348,1158
CNIT1644-0801A,Series 3000,Simplex,14040.6,1392.125,3201.8875,7096.5,16321.95,96.8,80.67,366.43,305.36,130,9,0,0,0,44,0,0,0,PVC,2197.5,4188,C/F,"1-1/4""",1.5,0,2,2,"1-1/4"" FNPT","1-1/4"" FNPT",3021-28APVC,1436.028,"Diaphragm, O-Rings, Balls, Ball guides, Valve Seat, Connector, and Hydraulic oil",1002.432,0,"1-1/2"" FNPT",1133.808,0,3-Port,1017.6,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6348,1158
